20161030000000,3600,11,대한민국
20161030000000,3600,11,대한민국
20161030010000,3600,11,대한민국
20161030020000,3600,11,대한민국
20161030030000,3600,11,대한민국
20161030040000,3600,11,대한민국
20161030050000,3600,11,대한민국
20161030060000,3600,11,대한민국
20161030070000,3600,11,대한민국
20161030080000,3600,11,대한민국
20161030090000,3600,12,대한민국
20161030100000,3600,14,대한민국
20161030110000,3600,14,대한민국
20161030120000,3600,13,대한민국
20161030130000,3600,14,대한민국
20161030140000,3600,15,대한민국
20161030150000,3600,15,대한민국
20161030160000,3600,16,대한민국
20161030170000,3600,14,대한민국
20161030180000,3600,15,대한민국
20161030190000,3600,14,대한민국
20161030200000,3600,16,대한민국
20161030210000,3600,16,대한민국
20161030220000,3600,16,대한민국
20161030230000,3600,16,대한민국
20161031000000,3600,16,대한민국
20161031010000,3600,16,대한민국
20161031020000,3600,16,대한민국
20161031030000,3600,16,대한민국
20161031040000,3600,16,대한민국
20161031050000,3600,16,대한민국
20161031060000,3600,16,대한민국
20161031070000,3600,16,대한민국
20161031080000,3600,16,대한민국
20161031090000,3600,15,대한민국
20161031110000,3600,21,대한민국
20161031120000,3600,19,대한민국
20161031130000,3600,19,대한민국
20161031140000,3600,20,대한민국
20161031150000,3600,16,대한민국
20161031160000,3600,13,대한민국
20161031170000,3600,19,대한민국
20161031180000,3600,18,대한민국
20161031190000,3600,21,대한민국
20161031200000,3600,20,대한민국
20161031210000,3600,20,대한민국
20161031220000,3600,17,대한민국
20161031230000,3600,17,대한민국
20161101000000,3600,18,대한민국
20161101010000,3600,17,대한민국
20161101020000,3600,17,대한민국
20161101030000,3600,17,대한민국
20161101040000,3600,17,대한민국
20161101050000,3600,17,대한민국
20161101060000,3600,17,대한민국
20161101070000,3600,16,대한민국
20161101080000,3600,15,대한민국
20161101090000,3600,12,대한민국
20161101100000,3600,14,대한민국
20161101110000,3600,14,대한민국
20161101120000,3600,16,대한민국
20161101130000,3600,19,대한민국
20161101140000,3600,22,대한민국
